,Unnamed: 0,text,sentiment
15712,15712,also found also last youth group meet,neutral
15713,15713,httpsimoneserhantumblercom new post,neutral
15714,15714,lucki lucki homework,negative
15715,15715,rickrolld tune scuffl,neutral
15716,15716,welcom u finish speech type written note,positive
15717,15717,talk sam man twitter minut ago,neutral
15718,15718,tea found pictur big snail walk yesterday,neutral
15719,15719,dont want leav secret know australia twenti time better america,positive
15720,15720,sigh doesnt sound happi,negative
15721,15721,im sorryil make sure next time,negative
15722,15722,back big island said vol bad cant see ocean sad,negative
15723,15723,oh cool alpha come autoconnect featur want request,positive
15724,15724,back leg kill yesterday big old leak kitchen look like stay pus day front to,negative
15725,15725,tri put verg soup watch bride war bodi recov hope ill spring back tomorrow,positive
15726,15726,bad bad bad bad day fli u got thing hour in,negative
15727,15727,oh hell yeah vegetarian still cook mean x traitor,neutral
15728,15728,httptwitpiccomjerk view atlas mountain morocco across strait gibraltar took day europ point rib,neutral
15729,15729,im yet hold on,neutral
15730,15730,yes hata impos cross key love scottishtryingtobeirish swan mcgregor,positive
15731,15731,toooooom tour philippin pleas im risk health get repli hata,negative
15732,15732,ah save mow lawn rain plenti time go kayak bless rain god,positive
15733,15733,local till david henri lover boy cut local ill henri deal,positive
15734,15734,thank missi sure check space tonight donna someth lui a,positive
15735,15735,knew use love show happi weekend too,positive
15736,15736,know mean rain suck,negative
15737,15737,tiara make feel special hata water day,neutral
15738,15738,hey chees arm hurt vaccin today love,neutral
15739,15739,got hair cut almost ear,neutral
15740,15740,want phone,positive
15741,15741,youv got hand ask ask ask shame hata feel better brow,positive
15742,15742,cut pick,positive
15743,15743,matrena bobbi day may,neutral
15744,15744,realli hyperventil hair yes certain am,negative
15745,15745,pictur case crawfish boil make smile real big also desktop still fail ultim fail rate me,neutral
15746,15746,need someth excruci headach,negative
15747,15747,workthink thing work,neutral
15748,15748,not happi funni,negative
15749,15749,hey go look forward weekend sad work sat sun,neutral
15750,15750,hit fair empti shop orlando downtown dinner later httptinyurlcomcdsuw,negative
15751,15751,welcom,positive
15752,15752,ah work great could eat much ice cream never eat much ice cream life,neutral
15753,15753,must get up,neutral
15754,15754,hata awesom rememb brother got given wood got upset caus got buzz got lafa,positive
15755,15755,your share cant mad dont lip world presenc,negative
15756,15756,bogart requir tonight,neutral
15757,15757,lip good one,positive
15758,15758,bodi play aim till daddi pick yesterday basic social time,neutral
15759,15759,dream muddl ladi wake alon isnt fun,negative
15760,15760,badpoint facebook messag bad,neutral
15761,15761,mmm tire call hear convoy want call him,negative
15762,15762,realis shelter upbring was,neutral
15763,15763,yep toler noth facebook group,negative
15764,15764,possibl pass lay bed soon sleep,neutral
15765,15765,doctor mummi,neutral
15766,15766,work plan award,neutral
15767,15767,not drank much,negative
15768,15768,www bless gun cut still touch contest too,positive
15769,15769,awwwww im sorri,negative
15770,15770,mine no matter im phone with,neutral
15771,15771,farrrrr pipe assign due next week english homework,neutral
15772,15772,go shuya meet mon get contact lens shinjuku,neutral
15773,15773,tire canit stay awakebut must finish work sunday,negative
15774,15774,boredddddd follow amaz badbroken bad,positive
15775,15775,surgeri,neutral
15776,15776,that no good im sorri,negative
15777,15777,mass cleanest room rearrang sent mother buy bin bookshelf sinc mine suck bad mood,negative
15778,15778,cross finger hey youll side town welcom ll,positive
15779,15779,ah mon super power guilt,negative
15780,15780,call retro dear wear citi fashion sometimesdid not see birthday pictur,neutral
15781,15781,work huge headach,negative
15782,15782,na friend ask great physiqu ll,neutral
15783,15783,mamma someon insid brilliant again,neutral
15784,15784,mmm bout boy jam sum john stephen a,neutral
15785,15785,oooh explan thank god u would forev wonderingi love good night mare the,positive
15786,15786,im tri convinc wait bit see well doesnt want see me,neutral
15787,15787,sup,neutral
15788,15788,that cool id happi contribut futur articl enjoy rest weekend,positive
15789,15789,soon stress everyth do,negative
15790,15790,gave kiss flirt cours like them,positive
15791,15791,shako no dollar salad here,neutral
15792,15792,ive total know bad me,negative
15793,15793,blackberri ran juic middl dayit miser no twitter email beck call truli aw,negative
15794,15794,weird usual rain east coast first east coast usual get rain,negative
15795,15795,miss play,negative
15796,15796,effort though httpbitlymcov,positive
15797,15797,impress pastor local great work,positive
15798,15798,neighbor cat die realli love him,neutral
15799,15799,dont think text leg subject line fail,negative
15800,15800,meet much shes not even pay attent me,negative
15801,15801,took calculus exam today think well miss one deriv ident though well never miss one again,negative
15802,15802,u witch state bad bad bad bad thick dri counti no alcohol ethnic food cri,negative
15803,15803,excit visit twin best friend dinner star gaze movi cool httpgoodnet,positive
15804,15804,dont worri theyll get bore hang dont give in,negative
15805,15805,idiottux that cool th bank follow techyuppi idiot,positive
15806,15806,coffe bread peanut butter today,neutral
15807,15807,tri get pilot first season friday night light oh gash pass tissu,neutral
15808,15808,need somewher goit still lush want back it,neutral
15809,15809,feel third eye right right go see foreign boy,neutral
15810,15810,joe put new bulb spotlight,neutral
15811,15811,print opera give much better result print name stdinof alway go compromis,positive
15812,15812,frustrat copi gig across us stupid old serv,negative
15813,15813,still play iii fit fun fun fun move tonight ill unload photo took today right check next sweet,positive
15814,15814,thank interview mamma enjoy night,positive
15815,15815,live studio sound import oh milder total bore muchwhatev breez,negative
15816,15816,joy get new wizard fun x,positive
15817,15817,org im sorri hear keep finger cross find someth,negative
15818,15818,happi mother day mother,positive
15819,15819,broke lawton again,neutral
15820,15820,dawn began disconnect next flight midway tonight hotel wo indi,neutral
15821,15821,aguirr not go anywher book final get cool know dutch look llll go mail tri,positive
15822,15822,henri oh god yeah cake look relish hope share hata,positive
15823,15823,ha your righti know your right,positive
15824,15824,someon dead armi wive dad laugh sum got annoy want watch britain got talent,neutral
15825,15825,time go slow,negative
15826,15826,one sport connect right way,neutral
15827,15827,yes dear v,neutral
15828,15828,test gaug audienc reaction you,neutral
15829,15829,made huge revel dish everyon left total forgot hate happen,negative
15830,15830,happi mother day mummi,positive
15831,15831,nice day httplipamzi,positive
15832,15832,im go see mayb today,neutral
15833,15833,think disord stay al night no reason n sleep al day suck,negative
15834,15834,good morn sunshin imm donna start day move,positive
15835,15835,ugh bad bad bad bad usual babysitt granul wednesday got meet request boss granul,negative
15836,15836,cut dont think make makerfair sad,neutral
15837,15837,fritz sweet r u even to,positive
15838,15838,eyedea love lastam find lot easier content specifi add httplastamuserhankey like,positive
15839,15839,im caseous need someth,negative
15840,15840,game want itu alreadi know leagu want,neutral
15841,15841,head back pulaski,neutral
15842,15842,hm mayb louis reunion break tradit octob instead alway order version anyway,neutral
15843,15843,mac hard drive crash brought powermac couldnt recov file no back up,negative
15844,15844,daytim,neutral
15845,15845,still next week,neutral
15846,15846,someon proud me,positive
15847,15847,well that last cab gone,neutral
15848,15848,im court mexican bird fli hut bad bad bad bad bar hate play mix oh bad bad bad bad freez frame,negative
15849,15849,love weather want go out,positive
15850,15850,chang onlin nicknam may hope uniqnam wellhop chang goe well domain avail,neutral
15851,15851,still doesnt love wont ask again,negative
15852,15852,clean hous friday night,neutral
15853,15853,say diana want burn pick httppluckcompsvsc,negative
15854,15854,hata sound like go heap fun bad bad bad bad,positive
15855,15855,ugh wish someon would includ follow friday would great get follow,positive
15856,15856,happi noon day monica,positive
15857,15857,alright play card rain wasnt smartest idea might sick fun,neutral
15858,15858,yes do,neutral
15859,15859,org macdonald comb end sunday pure materi,negative
15860,15860,event manag no prerequisit,neutral
15861,15861,well better go get readi work hata fun tonight x x,positive
15862,15862,happi mother day mon especi wonder mummi,positive
15863,15863,yeah silli mistak end long day etc etc brand new pier too,negative
15864,15864,appar happi tie skillll sorri,negative
15865,15865,want buy realli red bad lipstick wont wear often,neutral
15866,15866,tire go take nap finger hurt,negative
15867,15867,creat ice cream social good time law real girl sad movi,positive
15868,15868,seem gun need follow,neutral
15869,15869,im sorri sister think get see man bit make happi gun call tonight,neutral
15870,15870,stay craig got foot folli miss good weather no buggi either,negative
15871,15871,feel like want cri dont get empti feel stomach throat start hurt,negative
15872,15872,broke favorit necklac superglu,negative
15873,15873,weve c todaycold wind want b like love hot weather reap st strawberri day,neutral
15874,15874,finish griff get sleep super excit tomorrow,positive
15875,15875,love leg indiana jone gamesearch aracheologist dream,positive
15876,15876,got bad bad bad bad stranger ll,neutral
15877,15877,balloon layerballoon stay,neutral
15878,15878,oh thank into,positive
15879,15879,saw today beauti look good glad see wonder trout,positive
15880,15880,happi bank holiday monday twitter bath time spring clean movi marathon lazi day,positive
15881,15881,repeat rub thumb soft love upon new sarah hayn novel sigh not paperbackim portrait profound bliss,positive
15882,15882,leav cite jersey,neutral
15883,15883,studi exambor,negative
15884,15884,sleep rest day busi howev got spend last favorit babysitte kiss great,positive
15885,15885,httptwitpiccomjg hata look littl like u charli ll,positive
15886,15886,say hi dan katherin pachi,neutral
15887,15887,realli fanci bake egg no spinal,positive
15888,15888,hope bed put swwwaaaaggg oooonnnn got back bed rain,neutral
15889,15889,littl get impress twittercopytop,neutral
15890,15890,reznor trent dont get mad keep think your pretend engag reason,negative
15891,15891,headach not go away,negative
15892,15892,love camp fire wish kiss would tri bit harder sing along,neutral
15893,15893,site blow worst goingconcept year heavenfr tell face,negative
15894,15894,fog horn doom great way start morn live next harbour realli great,positive
15895,15895,missrachel much,neutral
15896,15896,board us enterpris warp speed ahead ff,neutral
15897,15897,lip would sign youv podgi site wish boot aint cool,negative
15898,15898,anyon want buy anthropomorph planter call domain matter cubic httptinyurlcommsru avail till must,neutral
15899,15899,warn meet ride bike danger waaaaaaa badcrash bad,negative
15900,15900,great weekend good mood doesnt even mind work morn,positive
15901,15901,today fun,positive
15902,15902,funni midg thing cheer flex wave germani right spain d,positive
15903,15903,sunni mysteri man im thought,neutral
15904,15904,love fact talk tell want amaz,positive
15905,15905,miss vermont,negative
15906,15906,love song,positive
15907,15907,tri not follow me,negative
15908,15908,aim get readi go bed run k tomorrow mother day wish luck,positive
15909,15909,httptinyurlcomczgn hope get sort gun near futur,positive
15910,15910,listen sampl make sure im think stuff loud odd worni stuff recal not mr bundl,negative
15911,15911,www hate one,negative
15912,15912,hatai wont well il tri notll night thickxxxix,positive
15913,15913,appar not get drive school morn anymor well dad left no school morn watch twilight,neutral
15914,15914,last one month due summer strawberri not avail chennai market,negative
15915,15915,sister grip heart gutta may fun chest super hurt right shes ever need life,negative
15916,15916,angri ff account got delet utf poem ever written there,negative
15917,15917,good morn babi yes slept like rock refresh readi anyth badhug doesnt let go bad miss u,neutral
15918,15918,sit seat watch tra show,neutral
15919,15919,bad bad bad bad accident listen rich ross,negative
15920,15920,live long prosper ff,positive
15921,15921,oh nose senior last day howev tickl till floor tingl made total worth plus senior sandwich,positive
15922,15922,refirmwar heh coincid didnt anyth mayb gun heard you,neutral
15923,15923,use osbourn pillow mon threw miss thing,negative
15924,15924,www poor biggerh ask car even though air condit full blasti think heat ok now,neutral
15925,15925,ugh back kill me,negative
15926,15926,oh left smile face knew bid,neutral
15927,15927,suspect taxman fault,negative
15928,15928,western enjoy sun,positive
15929,15929,www nice,positive
15930,15930,found mad men season delay august,neutral
15931,15931,still unfortun,negative
15932,15932,man still havent seen movietoo bad im work,negative
15933,15933,ran babi iloveyopu bad bad bad bad day raleigh babi limb not wait,positive
15934,15934,happi mother day im hungri restraint close bad bad bad bad,neutral
15935,15935,got hospit jimmi realli badpleas pleas send good thought im realli worri,negative
15936,15936,tire beyond reason would rather anyth els tire,negative
15937,15937,ive thought sever time got good friend there,positive
15938,15938,up,neutral
15939,15939,brought fog la,neutral
15940,15940,im ponder lunch share think alreadi hear peopl whine it,negative
15941,15941,definit usual found critic know virtual noth constitut good movi rare wrong,negative
15942,15942,cat miss day break out,negative
15943,15943,watch sal,neutral
15944,15944,twitter use remind peopl forgot ask given day also excel inspir,negative
15945,15945,sorri sad nitenit love,positive
15946,15946,also wast time til cab get spamspamspam also keith motorbik pick well bad bad bad bad,negative
15947,15947,mmm ink journey date look us up,neutral
15948,15948,dont know send anna let think bit find way it,neutral
15949,15949,thank found link httpbitlyuxofo howev think need custom download it,positive
15950,15950,absolut crave brown ice cream right feet over,neutral
15951,15951,get readi dayyyyyyyyyyyi hope work goe good,positive
15952,15952,stuck offic red hot,negative
15953,15953,got two third new moon three day ellipsethen work assign sad dint write serv,negative
15954,15954,blame got good p better good condit night,neutral
15955,15955,pain got new haircut,neutral
15956,15956,not bad bad bad bad scream surpris first custom said hata via may,positive
15957,15957,chill roomier cant wait combin clown donna week,neutral
15958,15958,bad bad bad bad upon thin gray line across screen didnt drop take good care long die,negative
15959,15959,want go see edinburgh wont happen though hata air lucki funni bad bad bad bad,positive
15960,15960,brought back memori mention mixedof push angel deskwith full glass beernot faultdesk fd,neutral
15961,15961,nanaimo day miss son alreadi even left yet,negative
15962,15962,dont like go chang feel like goos send email tell thing theyr unna phone,negative
15963,15963,whoso eri got accept ottawa u nurs school algonquin pembrok camp may get girl back,positive
15964,15964,hey hey hey ll,neutral
15965,15965,no silli shoot shipper though taper probabl human penalti item item line,negative
15966,15966,ever think httptwitpiccomwg,neutral
15967,15967,new project go incred well im not tire today think get monday perman,positive
15968,15968,sprinkl outsid hope doesnt rain game,positive
15969,15969,not then,neutral
15970,15970,badsigh bad last day work satisfi heartpart,negative
15971,15971,happi mother day mother thank awesom mother,positive
15972,15972,everyth good except neck shot steve back head shot,neutral
15973,15973,dont rememb text twitter get list command half,neutral
15974,15974,feel hungri cook pleaseyour food energi work,neutral
15975,15975,httpbitlyscalp great song court warship feat lighten master,positive
15976,15976,yep im facebook person httpbitlydiaz,neutral
15977,15977,thank r sorri lot spasm,negative
15978,15978,yaaaay wish follow gap,neutral
15979,15979,morn keep need get know ill around httplipamjtyh,neutral
15980,15980,march uptoday quiet regard mother day sweet u wish thoughthank,positive
15981,15981,u give mother anyth special ill make cake make sure mine get stressfre day p chees work,positive
15982,15982,mani thank,positive
15983,15983,pretti goooooooood go daaaaaanc mo haunt studi much bath,neutral
15984,15984,peopl ask lot plus thought id contribut eye tread topic,neutral
15985,15985,downfal relax later mad manual labor nowjust finish clean fridgeand fold clotheshous work blue,negative
15986,15986,enjoy know will,positive
15987,15987,dentist hole tooth,negative
15988,15988,im afraid not much realiz true difficulti design may cri soon idmfin,negative
15989,15989,fall asleep,neutral
15990,15990,offici liberti grand new recept venu blow shot tuesday,neutral
15991,15991,im not america im not go anymor phone earlier,neutral
15992,15992,time like miss manila im not feel late,negative
15993,15993,begin cater u alway get me,neutral
15994,15994,get better s,positive
15995,15995,meet penguin wallpap background phone comput upon touch twitter,neutral
15996,15996,im not ditch im brain sorri gun egot,negative
15997,15997,didnt come school day,neutral
15998,15998,oil need get upgrad space want use thenthank probe use photoshop dreamweav,positive
15999,15999,test today killer didnt even manag finish time,positive
16000,16000,hunger,negative
16001,16001,dont know find miss match sock winter mean go,neutral
16002,16002,girl confus,neutral
16003,16003,suffer benadryl hanov morn killer headach ugh,negative
16004,16004,birthday tomorrow everyth work fine wthat end convinc not invit pp didnt know,neutral
16005,16005,dont know wear,neutral
16006,16006,speak fish compani fish die rip juli,negative
16007,16007,check video scriptgirl report httpbitlyhelp offici surviv weekend,neutral
16008,16008,thank,positive
16009,16009,beri total complet agre,neutral
16010,16010,june th sat,neutral
16011,16011,watch eat hotdoggross hes drunk annoy tri realli hard not glare him,negative
16012,16012,put dog sleep love babi rip,neutral
16013,16013,think thought sneer him,negative
16014,16014,awak hour,neutral
16015,16015,hata donna awhil til come sweden think,neutral
16016,16016,yeah drop bike yesterdayleg got caught enginebit not got mark mind im tri avoid stair ll,neutral
16017,16017,center screw today specif mssql server connect to,negative
16018,16018,himok well hope feel better soon babe go bed long day tomorrow,positive
16019,16019,poor porch,negative
16020,16020,get readi schoolhop today happi awesom day,positive
16021,16021,set busi hour pm rush job still consid not norm,neutral
16022,16022,make bad bad bad bad,neutral
16023,16023,love hair blow wind,positive
16024,16024,reach cellgroup leader hous surpris im dri hata httpsweetsg,negative
16025,16025,www west shame get joke,negative
16026,16026,bad bad bad bad right,positive
16027,16027,istun beauti new piec dont usual go togeth wish could go,neutral
16028,16028,hata friend total kick parti occas,positive
16029,16029,need hug dint feel good,positive
16030,16030,finish exam ok guess,neutral
16031,16031,anyon know good ran song need make ranfun no idea helllllpppp,positive
16032,16032,thank happi mother day mother also sal tonight,positive
16033,16033,eh u dont like retro risk risk u unto apart wake mustach ll,neutral
16034,16034,awhhh nice see you,positive
16035,16035,yes cowork dont go bar me,neutral
16036,16036,got total lost pay taxi get back suppos yeah someth like ll,negative
16037,16037,saw fleetwood mac im insan jealous dont enough money buy ticket think ill never see them,negative
16038,16038,children promis birthday brekki bed there problem there bigger food hous,negative
16039,16039,late last night oracl to,neutral
16040,16040,glad like quot integr one product moment,positive
16041,16041,im go turn troubl dont need crack devic her,neutral
16042,16042,bought beer today,neutral
16043,16043,ahahah bad bad bad bad none friend want see dont want chill tonight i,negative
16044,16044,say hi wiki pleaseeeeeel soul boy tell em live live httplustreamus,neutral
16045,16045,woke rememb no school life good xxxix,positive
16046,16046,due got n tabl readi fo us,neutral
16047,16047,mon actual,neutral
16048,16048,tri broke org even outsid less minut get neck burn,negative
16049,16049,im feel pretti energi readi face day won hour sleep hope last day,positive
16050,16050,sloop uncl coolest dancer ever httptwitpiccomwfqn,positive
16051,16051,httptwitpiccomwolf time again,neutral
16052,16052,ok ah last chanc go school chemistri exam,neutral
16053,16053,pleas wear glass next video look amaz them,positive
16054,16054,cant wait till sunday new episod supernatur episod left now,neutral
16055,16055,www anyon see hollow steel tonight wharf shame,negative
16056,16056,realis got home left mine fridg your welcom like,positive
16057,16057,hungri thirsti afraid go downstair,negative
16058,16058,oh didnt log piti great,negative
16059,16059,littl romant date upon,neutral
16060,16060,forgiv good lord time knew wat except mighti oracl didnt bade care fulli support unixodbc,negative
16061,16061,loop got taken,negative
16062,16062,also tire,negative
16063,16063,went winston without me,neutral
16064,16064,goodmorn world,positive
16065,16065,happi monday everyon love new arrang famili room,positive
16066,16066,way griff stapl remov head fun,positive
16067,16067,like sound sweet,neutral
16068,16068,pari packil wake yes danc lesson at,neutral
16069,16069,automat bad bad bad baddownload would know bad bad bad bad like coupon new recommend featur,neutral
16070,16070,pull interest meet urgent support request,positive
16071,16071,see color sky look chilli yellowishorangesbrownish look scar ll,negative
16072,16072,know twitter depress tonight,negative
16073,16073,i,neutral
16074,16074,oh think well photo edit sorri,negative
16075,16075,like almost shoulder,neutral
16076,16076,hope not realli sweatshirt oh realli realli awesom doughnut hata,positive
16077,16077,aaron play gig life asiat parti outsid austin think well tt day parti sad,negative
16078,16078,headach want see juli,negative
16079,16079,birthday today wish good one asshol sleepytim,negative
16080,16080,hit ole dusti trail w miss morgan,neutral
16081,16081,actual time get train would arriv,neutral
16082,16082,surrey pearl,neutral
16083,16083,loop dont open am,negative
16084,16084,never arriv wait monday now,negative
16085,16085,home dont know mr besid whole mummi day thing feel awesom night gun,positive
16086,16086,austin funni sal clara finn perform,positive
16087,16087,coffe lifetim thing good,positive
16088,16088,nurs sore back today,negative
16089,16089,bad bad bad bad alway forget here,negative
16090,16090,work break comput tri save stuff harddriv seem fail miser,negative
16091,16091,still awak cant fall asleep im not one bit sleepi,negative
16092,16092,aaaau thank realli realli love uthank realli great friendand forgiv leav sometim,positive
16093,16093,morn happi juddday,positive
16094,16094,miss smile,negative
16095,16095,no appar distant relat die east africa leav heir send k k,neutral
16096,16096,suffer haemorrhoid,negative
16097,16097,happi mother day like poem,positive
16098,16098,golden girl marathon end lofnotc,neutral
16099,16099,happi mother day,positive
16100,16100,christ that incred sweet want one get see check pp march asset rule ll,positive
16101,16101,that depress,negative
16102,16102,go relax hot bath goodnight twist dont worri andi love twitter here,positive
16103,16103,rest import like everyth els dont it,positive
16104,16104,ulm school subway w mon noth plan ruin,negative
16105,16105,steve chair sound awesom badwish one bad im stuck dontknowwhatdamnbrandcoffeethisi,positive
16106,16106,involv post thought read other mrbean got new number bow no txt back you,neutral
16107,16107,want see saw pg total sum out,negative
16108,16108,get not go least get hope up,negative
16109,16109,photo session motherdaught bend session happi me,positive
16110,16110,awesom weekend awesom turn rummag sale friday saturday,positive
16111,16111,hope play one think im go wait next phone,neutral
16112,16112,pheasant dream kati one,negative
16113,16113,car almost definit go written garag rang said work cost k insur co,neutral
16114,16114,come sun girl think fit better,positive
16115,16115,realli tire jake alway give work,negative
16116,16116,wouldnt happen wait hadnt ask met thou twitter friend love social media way,positive
16117,16117,time seek coffe caffein love affair mamma sweet hypergood,positive
16118,16118,hand evalu form market duti today one fill aloof condescend rest love though,positive
16119,16119,thought split estat depress cours bid dont like thought parent die,neutral
16120,16120,far night movi night,neutral
16121,16121,condol,positive
16122,16122,im excit thing jay room arriv,positive
16123,16123,assembl fire new alarm daddi gave soon loud think blew ear drum,neutral
16124,16124,great great cookoutofthecenturi wife mummi hurt great,negative
16125,16125,bad hes taken,negative
16126,16126,yeah utah not sure im feel new jone song yet,neutral
16127,16127,get new phone sinc phone dont work all,neutral
16128,16128,ah jealous nice time ill see get back x,neutral
16129,16129,yer hope competit end post video realli good singer enter,positive
16130,16130,actual got bit today hata sad work weekend wont get chanc enjoy glorious sunday too,neutral
16131,16131,lose power hous alon not fucckinggg cool parti cake,negative
16132,16132,oh love famili,positive
16133,16133,sat around corner,neutral
16134,16134,donna watch bad time,negative
16135,16135,no show lunch eat solo nodul,negative
16136,16136,abl see clipsepisod c webster america anguish read news stori again,negative
16137,16137,base face bad projectm keep crash tune,negative
16138,16138,cant wait day till happi,positive
16139,16139,enjoy new car,positive
16140,16140,hey song would like listen it,positive
16141,16141,lunch no fun noth eat,negative
16142,16142,interview us book donna say someth wait someth say,neutral
16143,16143,love john layer updat model hot sun sweat j serious,positive
16144,16144,upon touch worth money im think buy one upon dead sinc morn,neutral
16145,16145,happi almost mother day,positive
16146,16146,littl ask moment,negative
16147,16147,www poor littl girl but,negative
16148,16148,suppos even today yesterday wear short work,neutral
16149,16149,crazi night lost key walk home miss papa call dizzi im sad,negative
16150,16150,ad realli go day iv clara coolli park gate west dirti new brighten skin funni sunburnt luke like driver arm,positive
16151,16151,celebr spell half soup hello calori lunch weekend pleas,neutral
16152,16152,httptwitpiccomj guess need get phone sure look bad bad bad bad bad,negative
16153,16153,crystal spent night last nighti dint think post laugh lot squirrel hous new insid joke,positive
16154,16154,want wish happi mother day two favorit moss world mon cours sister happi mon day two,positive
16155,16155,shock put thing whole new empow light bad bad bad bad,negative
16156,16156,not suppos to,neutral
16157,16157,gooooodnight fulli gave english pride prejudic love movi hate book,neutral
16158,16158,awesom everyon go see stupid theatr didnt show pair short film,neutral
16159,16159,egg white grain toast up,neutral
16160,16160,time turn phone get full night sleep,neutral
16161,16161,truli prais god month greatest mother world happi mother day mother read enjoy day,positive
16162,16162,glad dont go out,positive
16163,16163,fred www guess that good bad move not option guess hm time,neutral
16164,16164,enjoy pathet tini music collect rearrang room still littl tire shorten grass one frog,neutral
16165,16165,love daddi dad appreci daughter day not mine,positive
16166,16166,no peopl pleas,neutral
16167,16167,good eat hey follow son hes now,positive
16168,16168,im hear lot good thing new tree movi ill see dad fellow would like see it,positive
16169,16169,dont know dont need plant ill give hug instead huge,positive
16170,16170,wish couldbut im work shes on,positive
16171,16171,polli scattergood new singl today download pleas dont touch tune ace httptrinkoko,positive
16172,16172,jone semi miss nick soul asasgdygyasdgi,negative
16173,16173,tell peter look sex beard,positive
16174,16174,may new comput fiddl with,neutral
16175,16175,doubl cheeseburg fire golden archesi wicker dog tomorrow,negative
16176,16176,masha dont drug though,neutral
16177,16177,happi mother day mon,positive
16178,16178,manchest wayyyyy busi warm today also,negative
16179,16179,think not girlfriend need not douchebag right im not mood feel neglect,negative
16180,16180,babi man year old week today hes grow fast,neutral
16181,16181,oh said pere,neutral
16182,16182,window user tip make default instal not take gb knew would big sure,neutral
16183,16183,know think im like dine,negative
16184,16184,need rememb data custom enter previous page use back button mani dont this,neutral
16185,16185,back sal final tomorrownew video today,neutral
16186,16186,beautifulalbeit windi time night no,positive
16187,16187,austin timberlak easili becom reign master httptinyurlcomreiki,neutral
16188,16188,go cant bad bad bad bad anymor,negative
16189,16189,im bed sick atbeen sick sinc yesterday hur run,negative
16190,16190,cant bad bad bad bad concentr bad bad bad bad heat cooper not job,negative
16191,16191,make one someth charg,neutral
16192,16192,lookout sunkno headphon,neutral
16193,16193,funni night,positive
16194,16194,anyon know move goos come password firefox,neutral
16195,16195,lunch w jason delhi step dog too,neutral
16196,16196,probablywhi not,neutral
16197,16197,grove drag hell hope doesnt suck,positive
16198,16198,nice dinner hobbi way home min drive citi badsigh bad,positive
16199,16199,poor live germani favourit cheap saturday one min away,positive
16200,16200,year ago brother saw bruce walk sidewalk daniel use live pine great place,positive
16201,16201,work lammmeee,negative
16202,16202,not golf buggi australia buggi staff use get around give certain patron life,neutral
16203,16203,pm saturday know mean bedtim,neutral
16204,16204,figur quot wild optimist stuff scienc fiction bit disappoint cider said,negative
16205,16205,see organ buis fail,negative
16206,16206,im glad youv fun babe,positive
16207,16207,thank u gun much help follow thing probabl not donna win caus dont follow yet,positive
16208,16208,got recollect dear friend tonight lucki mani great peopl life bless,positive
16209,16209,talk vincent miss bad,negative
16210,16210,get kiss readi school decid lookout du your,neutral
16211,16211,worri sam want know okay,negative
16212,16212,day im not sick littl tireda bit much drink fun,neutral
16213,16213,ok happi hear feel fine,positive
16214,16214,harri way two ten hour realal take you,neutral
16215,16215,ugh hanov sign im get old,negative
16216,16216,bow offend yeah rockstar pretti ok,positive
16217,16217,hey cool httpordercomtwitt,neutral
16218,16218,hit hay came goodnight world inhabit it,positive
16219,16219,happi nurs week first one in,positive
16220,16220,still hate whole twitter repli thing feel like im miss bit fixrepli,negative
16221,16221,american trade journalist ask pus almost time journalist armnot much come,neutral
16222,16222,know run though sophi get massiv one,positive
16223,16223,think ill tonight,neutral
16224,16224,sick constant bad dream grm,negative
16225,16225,need peopl shoot work new post process techniqu need show pp peopl want to,neutral
16226,16226,nice got inde want unload need few,positive
16227,16227,stupid man wont let onion,negative
16228,16228,hata great slept horribl last night,neutral
16229,16229,mon get paid,neutral
16230,16230,hydra drive abandon three mile,neutral
16231,16231,weekend dont think ill make michigan wonder year,neutral
16232,16232,birthday today run mile tomorrow ugh choir concert,neutral
16233,16233,direct theatr play,neutral
16234,16234,httpbumpto temporari address not work either must done someth domain,neutral
16235,16235,went see priscilla last night amaz band actual,positive
16236,16236,hear pass hata,negative
16237,16237,flew home london ni catch famili caution show everyon went bed earli left me,neutral
16238,16238,big move day na b weird without x,negative
16239,16239,specif like httpintinypiccommwzuopg also ador outfit httptinyurlcomqobq sum,neutral
16240,16240,love,positive
16241,16241,shall no gut wasnt may think im obsess balaga,positive
16242,16242,work cant wait till funer monday,negative
16243,16243,id freether probe donna whos stuck boooooo,neutral
16244,16244,seereal hope rain stop time get retro courthous didnt bring umbrella today,positive
16245,16245,us,neutral
16246,16246,thought mention dont need enabl growl twenti make plain work avoid dump modif,neutral
16247,16247,get nerv chang pick,negative
16248,16248,dont want wake show roommat show,neutral
16249,16249,im good,positive
16250,16250,saw fox get freeli hope goe home,positive
16251,16251,got it,neutral
16252,16252,that sin,negative
16253,16253,yes think stay offic slight less ridicul hot,negative
16254,16254,final go bed whohow go work lot love all,positive
16255,16255,kooki girlrain song forreall,neutral
16256,16256,interview tuesday thing turn around think may dont worri japsican rare breed,positive
16257,16257,check bank act morninggot sadthen decid would imagin end make smile whateverwork,neutral
16258,16258,back love land north,positive
16259,16259,pleasur sorri hear pollen thing,neutral
16260,16260,realli sleepi want go bedbut upstair mess know donna clean nooooo,negative
16261,16261,hate stink tire everyday hard get upi thought suppos start get energi back now,negative
16262,16262,final seventeen,neutral
16263,16263,donna suck sober one tonight,negative
16264,16264,got that im follow feel special now,positive
16265,16265,fox never watch it,neutral
